,author,title,name,location,ecosystem,date,state,attribute,value
1018,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,duck island farm,illinois; usa,pond or small lake,,,surface_area,19829.614
1019,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,mccormick,nova scotia; canada,pond or small lake,,,surface_area,24281.16
1020,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,hemlock,michigan; usa,pond or small lake,,,surface_area,24281.16
1021,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,fitsek,michigan; usa,pond or small lake,,,surface_area,25090.532
1022,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,crystal,illinois; usa,pond or small lake,,,surface_area,25495.218
1023,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,first pond,florida; usa,pond or small lake,,,surface_area,28328.02
1024,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,glen major,ontario; canada,pond or small lake,,,surface_area,32374.88
1025,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,southside c. club,illinois; usa,pond or small lake,,,surface_area,33993.624
1026,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,buck's pond,illinois; usa,pond or small lake,,,surface_area,34802.996
1027,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,springwood,indiana; usa,pond or small lake,,,surface_area,40468.6
1028,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,third sister,michigan; usa,pond or small lake,,,surface_area,40468.6
1029,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,doyle,michigan; usa,pond or small lake,,,surface_area,40468.6
1030,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,ford,michigan; usa,pond or small lake,,,surface_area,43301.402
1031,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,pearen's,ontario; canada,pond or small lake,,,surface_area,44515.46
1032,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,clear,michigan; usa,pond or small lake,,,surface_area,45729.518
1033,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,weldon springs,illinois; usa,pond or small lake,,,surface_area,48967.006
1034,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,east twin,wisconsin; usa,pond or small lake,,,surface_area,52609.18
1035,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,howe,michigan; usa,pond or small lake,,,surface_area,54227.924
1036,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,west twin,wisconsin; usa,pond or small lake,,,surface_area,54632.61
1037,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,standard,michigan; usa,pond or small lake,,,surface_area,64749.76
1038,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,buck pond,florida; usa,pond or small lake,,,surface_area,72843.48
1039,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,clearwater,florida; usa,pond or small lake,,,surface_area,97124.64
1040,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,long,wisconsin; usa,pond or small lake,,,surface_area,109669.906
1041,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,frog,california; usa,pond or small lake,,,surface_area,121405.8
1042,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,anderson,wisconsin; usa,pond or small lake,,,surface_area,153780.68
1043,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,shoe,indiana; usa,pond or small lake,,,surface_area,169968.12
1044,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,jesse,nova scotia; canada,pond or small lake,,,surface_area,182108.7
1045,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,richter,wisconsin; usa,pond or small lake,,,surface_area,186155.56
1046,rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,foots pond,indiana; usa,pond or small lake,,,surface_area,192225.85
1047,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,13,jinglingzi watershed; tgra; southern china,pond,,,surface_area,798.0
1048,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,16,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1513.0
1049,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,12,jinglingzi watershed; tgra; southern china,pond,,,surface_area,626.0
1050,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,11,jinglingzi watershed; tgra; southern china,pond,,,surface_area,790.0
1051,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,10,jinglingzi watershed; tgra; southern china,pond,,,surface_area,796.0
1052,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,14,jinglingzi watershed; tgra; southern china,pond,,,surface_area,935.0
1053,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,9,jinglingzi watershed; tgra; southern china,pond,,,surface_area,876.0
1054,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,7,jinglingzi watershed; tgra; southern china,pond,,,surface_area,2042.0
1055,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,17,jinglingzi watershed; tgra; southern china,pond,,,surface_area,3882.0
1056,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,6,jinglingzi watershed; tgra; southern china,pond,,,surface_area,973.0
1057,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,5,jinglingzi watershed; tgra; southern china,pond,,,surface_area,883.9
1058,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,4,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1592.0
1059,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,3,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1697.0
1060,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,2,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1433.0
1061,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,1,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1306.0
1062,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,8,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1433.0
1063,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,18,jinglingzi watershed; tgra; southern china,pond,,,surface_area,856.0
1064,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,15,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1841.0
1065,lu; mingquan; ma; maohua; wang; yu; chen; chundi; chen; jilong; wu; shengjun,functions of traditional ponds in altering sediment budgets in the hilly area of the three gorges reservoir; china,19,jinglingzi watershed; tgra; southern china,pond,,,surface_area,1230.0
1066,holgerson et al.,gas transfer velocities in small forested ponds,brookside,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.72
1067,holgerson et al.,gas transfer velocities in small forested ponds,ch,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.96
1068,holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.99
1069,holgerson et al.,gas transfer velocities in small forested ponds,westford,yale-myers forest in northeastern connecticut; usa,pond,,,max_depth,0.74
1070,holgerson et al.,gas transfer velocities in small forested ponds,brookside,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,225.0
1071,holgerson et al.,gas transfer velocities in small forested ponds,ch,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,181.0
1072,holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,197.0
1073,holgerson et al.,gas transfer velocities in small forested ponds,westford,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,213.0
1074,holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,vegetation_cover,20.0
1075,harrison et al,global importance; patterns; and controls of dissolved silica retention in lakes and reservoirs,p&n,hudson's bay,lakes and reservoirs (broken into small and large),,,surface_area,70900.0
1076,harrison et al,global importance; patterns; and controls of dissolved silica retention in lakes and reservoirs,far,hudson's bay,lakes and reservoirs (broken into small and large),,,surface_area,37000.0
1077,harrison et al,global importance; patterns; and controls of dissolved silica retention in lakes and reservoirs,spring,hudson's bay,lakes and reservoirs (broken into small and large),,,surface_area,69300.0
1078,harrison et al,global importance; patterns; and controls of dissolved silica retention in lakes and reservoirs,jade,hudson's bay,lakes and reservoirs (broken into small and large),,,surface_area,36300.0
1079,harrison et al,global importance; patterns; and controls of dissolved silica retention in lakes and reservoirs,mirror,us,lakes and reservoirs (broken into small and large),,,surface_area,150000.0
1080,bartosiewicz; m.; laurion; i.; macintyre; s.,greenhouse gas emission and storage in a small shallow lake,lake jacques,north of quebec city,lake,,,chla,17.0
