author,year,title,journal,citation,author_term,location,pondname,humanbuilt_manipulated,ponduse,landuse,managed,surfacewaterconnectivity,hydroperiod,min_depth_m,max_depth_m,mean_depth_m,min_surfacearea_m2,max_surfacearea_m2,mean_surfacearea_m2,fishpresence,macrophytespresence,macrophytes_percentcover,ph,turbidity_secchi_m,tss_mgpl,doc_mgpl,chla_ugpl,tp_ugpl,tn_ugpl,cond_uspcm
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yasarer,2018,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,hydrological sciences journal,Yasarer Lindsey M.W.; Ronald L. Bingner; Henrique G. Momm. 2018. Characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a Mississippi watershed. Hydrological Sciences Journal; 63(2): 302-311.,small water bodies or ponds,mississippi; usa,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
