author,title,name,location,ecosystem,date,state,attribute,value
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,surface_area,3900.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner,saskatchewan,pothole,,,surface_area,6300.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,surface_area,4500.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,surface_area,2900.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith,saskatchewan,pothole,,,surface_area,5600.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,surface_area,5500.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,surface_area,9300.0
gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,surface_area,5400.0
burger; magdalena; berger; sina; spangenberg; ines; blodau; christian,summer fluxes of methane and carbon dioxide from a pond and floating mat in a continental canadian peatland,wylde lake bog,ontario,pond,,,surface_area,847.0
sobek,organic carbon burial efficiency in lake sediments controlled by oxygen exposure time and sediment source,svarttjarn,sweden,lake,,,surface_area,7000.0
sobek,organic carbon burial efficiency in lake sediments controlled by oxygen exposure time and sediment source,gaddtjarn,sweden,lake,,,surface_area,70000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,barney mundt,iowa,farm pond; small impoundment,,,surface_area,16000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,charles fienhold,iowa,farm pond; small impoundment,,,surface_area,8000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,fred hollrah,iowa,farm pond; small impoundment,,,surface_area,10000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,max miller 5,iowa,farm pond; small impoundment,,,surface_area,13000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,tracy north,iowa,farm pond; small impoundment,,,surface_area,18000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,wilbur meyer,iowa,farm pond; small impoundment,,,surface_area,10000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,william esbeck,iowa,farm pond; small impoundment,,,surface_area,10000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,ca stiles,iowa,lake,,,surface_area,54000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,cm st p&p rr reservoir,iowa,reservoir,,,surface_area,52000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,honey creek f-1,iowa,lake,,,surface_area,34000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,jones creek reservoir,iowa,reservoir,,,surface_area,78000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,lake john deere,iowa,lake,,,surface_area,50000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,springbrook lake,iowa,lake,,,surface_area,69000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,theobold c,iowa,lake,,,surface_area,41000.0
downing; j. a.; cole; j. j.; middelburg; j. j.; striegl; r. g.; duarte; c. m.; kortelainen; p.; prairie; y. t.; laube; k. a.,sediment organic carbon burial in agriculturally eutrophic impoundments over the last century,theobold main,iowa,lake,,,surface_area,106000.0
kelly; ca; fee; e; ramlal; ps; rudd; jwm; hesslein; rh; anema; c; schindler; eu,natural variability of carbon dioxide and net epilimnetic production in the surface waters of boreal lakes of different sizes,979,ontario,lake,,,surface_area,24000.0
kelly; ca; fee; e; ramlal; ps; rudd; jwm; hesslein; rh; anema; c; schindler; eu,natural variability of carbon dioxide and net epilimnetic production in the surface waters of boreal lakes of different sizes,114,ontario,lake,,,surface_area,121000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,93,ontario,lake,,,surface_area,53000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,103,ontario,lake,,,surface_area,23000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,114,ontario,lake,,,surface_area,121000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,221,ontario,lake,,,surface_area,90000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,222,ontario,lake,,,surface_area,164000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,225,ontario,lake,,,surface_area,40000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,227,ontario,lake,,,surface_area,50000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,303,ontario,lake,,,surface_area,95000.0
xenopoulos; ma; schindler; dw,the environmental control of near-surface thermoclines in boreal lakes,304,ontario,lake,,,surface_area,34000.0
granado-lorencio; carlos; gulfo; alejandra; alvarez; frank; jimenez-segura; luz fernanda; carvajal-quintero; juan david; hernandez-serna; andres,fish assemblages in floodplain lakes in a neotropical river during the wet season (magdalena river; colombia),tortugas,colombia,lake,,,surface_area,50000.0
granado-lorencio; carlos; gulfo; alejandra; alvarez; frank; jimenez-segura; luz fernanda; carvajal-quintero; juan david; hernandez-serna; andres,fish assemblages in floodplain lakes in a neotropical river during the wet season (magdalena river; colombia),paticos,colombia,lake,,,surface_area,40000.0
martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,surface_area,111000.0
martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,surface_area,22000.0
martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,surface_area,42000.0
martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,surface_area,100000.0
